,Customer ID,purchased,item_sold,orders,avg_order_value
281,14828.0,9839.460000000001,9718,13,756.8815384615385
282,12490.0,9823.64,5906,21,467.79238095238094
283,13735.0,9813.22,4158,13,754.8630769230768
284,14944.0,9784.67,4864,19,514.9826315789473
285,17306.0,9782.35,13747,21,465.8261904761905
286,13018.0,9763.16,6746,35,278.9474285714286
287,13267.0,9758.26,4104,36,271.0627777777778
288,13069.0,9683.13,15404,38,254.81921052631577
289,12380.0,9676.300000000001,3355,11,879.6636363636364
290,17315.0,9650.6,5124,43,224.4325581395349
291,14135.0,9643.92,9355,24,401.83
292,17811.0,9609.8,5327,47,204.46382978723403
293,17504.0,9565.12,5517,18,531.3955555555556
294,14091.0,9530.08,3316,2,4765.04
295,14060.0,9519.08,8119,30,317.30266666666665
296,13999.0,9502.26,5043,29,327.6641379310345
297,13174.0,9494.84,4541,12,791.2366666666667
298,15298.0,9459.37,6286,23,411.2769565217392
299,14146.0,9450.3,5780,12,787.525
300,15727.0,9445.51,5942,15,629.7006666666667
301,14439.0,9443.04,2244,5,1888.6080000000002
302,16550.0,9435.13,5727,18,524.1738888888889
303,17757.0,9422.45,5163,56,168.25803571428574
304,13758.0,9416.98,5068,15,627.7986666666667
305,15981.0,9362.77,4827,21,445.8461904761905
306,15570.0,9311.04,4279,25,372.44160000000005
307,12747.0,9276.539999999999,2758,26,356.78999999999996
308,13162.0,9275.49,5755,16,579.718125
309,15249.0,9266.0,4980,18,514.7777777777778
310,14367.0,9261.52,4438,16,578.845
311,13448.0,9240.87,4404,13,710.8361538461539
312,14292.0,9226.25,3429,16,576.640625
313,13756.0,9207.5,5441,23,400.32608695652175
314,15260.0,9188.23,4722,25,367.5292
315,16700.0,9167.710000000001,6882,25,366.70840000000004
316,17068.0,9161.08,4435,47,194.91659574468085
317,16709.0,9087.460000000001,3276,14,649.1042857142858
318,15867.0,9063.95,5139,31,292.3854838709678
319,15939.0,9060.39,6260,16,566.274375
320,17576.0,9056.81,4740,41,220.89780487804876
321,12755.0,9030.66,3781,11,820.9690909090909
322,16186.0,9026.11,6825,26,347.1580769230769
323,15150.0,9001.08,6183,13,692.3907692307693
324,13555.0,8999.19,4827,13,692.2453846153846
325,16722.0,8989.08,8580,22,408.5945454545454
326,15903.0,8939.84,3926,12,744.9866666666667
327,12359.0,8935.94,2752,10,893.594
328,13269.0,8891.7,6564,28,317.5607142857143
329,14709.0,8886.33,4141,25,355.4532
330,17396.0,8807.1,2419,14,629.0785714285714
331,13047.0,8795.16,3446,24,366.465
332,15984.0,8759.32,6084,30,291.9773333333333
333,16532.0,8756.64,2544,5,1751.328
334,18041.0,8752.38,7859,38,230.32578947368418
335,12957.0,8706.97,4686,13,669.766923076923
336,13263.0,8704.69,5390,39,223.1971794871795
337,15955.0,8658.36,4213,22,393.5618181818182
338,15497.0,8657.39,2937,9,961.9322222222222
339,13148.0,8621.81,4571,26,331.6080769230769
340,16945.0,8548.16,5889,33,259.0351515151515
341,15281.0,8543.57,5233,16,533.973125
342,15270.0,8524.86,4010,21,405.9457142857143
343,15786.0,8514.82,5981,5,1702.964
344,12798.0,8510.93,8455,4,2127.7325
345,13209.0,8509.51,5781,13,654.5776923076924
346,13715.0,8483.29,4934,17,499.01705882352945
347,14286.0,8479.76,8795,7,1211.3942857142858
348,18139.0,8438.34,5557,6,1406.39
349,14160.0,8421.47,4661,7,1203.0671428571427
350,14057.0,8408.84,6485,22,382.22
351,13206.0,8377.32,7155,13,644.4092307692307
352,17611.0,8371.98,5356,28,298.9992857142857
353,14676.0,8356.79,8792,12,696.3991666666667
354,12643.0,8350.42,4785,12,695.8683333333333
355,12637.0,8340.31,4284,12,695.0258333333333
356,15034.0,8313.4,4788,14,593.8142857142857
357,15998.0,8308.34,5372,16,519.27125
358,17686.0,8296.81,3583,9,921.8677777777777
359,14030.0,8262.29,4350,20,413.1145
360,12720.0,8260.67,6317,30,275.35566666666665
361,14525.0,8240.64,5235,17,484.74352941176465
362,17365.0,8224.98,8056,15,548.332
363,13381.0,8224.37,5125,12,685.3641666666667
364,14056.0,8214.65,4273,23,357.1586956521739
365,14395.0,8208.01,4072,20,410.4005
366,13139.0,8202.98,4614,8,1025.3725
367,13426.0,8167.38,4868,22,371.24454545454546
368,15544.0,8162.43,7019,20,408.1215
369,16672.0,8134.9400000000005,2832,20,406.747
370,13869.0,8111.57,4358,10,811.1569999999999
371,17593.0,8095.8,5607,11,735.9818181818182
372,17426.0,8077.77,5187,13,621.3669230769231
373,16767.0,8073.8,7121,15,538.2533333333333
374,16670.0,8030.150000000001,4534,20,401.50750000000005
375,16556.0,8012.58,4353,17,471.32823529411763
376,15299.0,7991.54,5453,10,799.154
377,12428.0,7956.46,3536,9,884.0511111111111
378,14159.0,7938.01,6593,20,396.9005
379,16303.0,7928.27,3859,7,1132.6100000000001
380,12867.0,7913.29,7939,13,608.7146153846154
381,14291.0,7904.1,6146,23,343.6565217391304
382,17085.0,7891.41,3603,28,281.8360714285714
383,13871.0,7885.85,3502,17,463.8735294117647
384,12757.0,7857.1,2402,13,604.3923076923077
385,15622.0,7852.61,4091,17,461.9182352941176
386,14282.0,7849.66,5478,25,313.9864
387,15046.0,7812.389999999999,4701,25,312.49559999999997
388,17091.0,7811.1,3845,19,411.1105263157895
389,16592.0,7807.91,5504,28,278.8539285714286
390,15581.0,7794.59,3147,38,205.12078947368423
391,17409.0,7793.51,4089,10,779.351
392,17238.0,7783.1,3720,32,243.221875
393,14800.0,7774.32,6967,17,457.3129411764706
394,17730.0,7773.8,5300,20,388.69
395,17739.0,7730.59,2335,18,429.4772222222222
396,13534.0,7720.9,3869,35,220.59714285714284
397,14688.0,7713.57,5580,28,275.48464285714283
398,13137.0,7712.7,4294,16,482.04375
399,17696.0,7679.59,5891,27,284.42925925925925
400,14175.0,7678.88,3009,8,959.86
401,13141.0,7668.58,5169,17,451.09294117647056
402,15301.0,7603.4400000000005,4290,17,447.2611764705883
403,14145.0,7600.05,1655,7,1085.7214285714285
404,13709.0,7591.75,4130,18,421.7638888888889
405,13373.0,7587.1900000000005,4263,6,1264.5316666666668
406,12841.0,7540.68,5414,40,188.517
407,15179.0,7491.92,5416,13,576.3015384615385
408,12429.0,7485.91,3344,8,935.73875
409,13815.0,7475.74,5381,8,934.4675
410,16242.0,7474.4,3955,14,533.8857142857142
411,17602.0,7451.13,5936,14,532.2235714285714
412,17690.0,7448.1,3126,20,372.40500000000003
413,16570.0,7434.31,4292,20,371.7155
414,14243.0,7431.05,3687,17,437.1205882352941
415,13082.0,7335.75,8466,21,349.32142857142856
416,16253.0,7310.15,6061,7,1044.3071428571427
417,17965.0,7240.9800000000005,4525,29,249.6889655172414
418,16729.0,7239.92,5783,21,344.7580952380952
419,14092.0,7229.45,3606,24,301.2270833333333
420,17231.0,7197.04,3739,25,287.8816
421,16745.0,7194.3,6735,17,423.1941176470588
422,12712.0,7193.66,2349,21,342.5552380952381
423,13451.0,7190.92,5268,11,653.72
424,15950.0,7180.71,3384,10,718.071
425,14841.0,7163.0,4164,14,511.64285714285717
426,13983.0,7108.45,4157,21,338.497619047619
427,15521.0,7106.69,4516,16,444.168125
428,17769.0,7103.08,3176,17,417.82823529411763
429,14113.0,7092.610000000001,3439,16,443.28812500000004
430,16938.0,7043.18,5084,9,782.5755555555556
431,13183.0,7036.18,4027,15,469.07866666666666
432,17975.0,7028.83,2271,24,292.86791666666664
433,13831.0,7023.58,2557,18,390.19888888888886
434,12662.0,6988.02,3581,20,349.401
435,16717.0,6986.2300000000005,3226,14,499.0164285714286
436,13552.0,6978.92,2654,22,317.2236363636364
437,15674.0,6948.2300000000005,3648,13,534.4792307692308
438,16265.0,6935.17,3214,12,577.9308333333333
439,16187.0,6911.4400000000005,5048,15,460.7626666666667
440,13520.0,6909.4,3289,11,628.1272727272727
441,12749.0,6897.36,2360,9,766.3733333333333
442,18231.0,6880.97,2923,28,245.7489285714286
443,16170.0,6869.0,6056,20,343.45
444,16456.0,6862.91,3725,13,527.9161538461539
445,15129.0,6860.18,4002,23,298.2686956521739
446,16401.0,6849.15,6035,23,297.7891304347826
447,12613.0,6835.07,4163,10,683.507
448,12417.0,6816.91,2900,20,340.8455
449,12830.0,6814.64,9848,6,1135.7733333333333
450,16145.0,6805.4400000000005,5270,19,358.18105263157895
451,15413.0,6798.72,2694,5,1359.7440000000001
452,15750.0,6797.191,4593,18,377.6217222222222
453,14401.0,6795.9,6401,22,308.9045454545454
454,13993.0,6775.71,2135,19,356.6163157894737
455,14702.0,6754.22,3073,29,232.90413793103448
456,18118.0,6733.22,3417,29,232.18
457,14562.0,6729.400000000001,2604,26,258.82307692307694
458,17838.0,6722.900000000001,4149,13,517.1461538461539
459,12779.0,6722.2699999999995,3641,14,480.16214285714284
460,14461.0,6713.5,3027,13,516.4230769230769
461,15321.0,6709.7300000000005,3653,12,559.1441666666667
462,14844.0,6702.43,4369,10,670.243
463,13734.0,6701.640000000001,303,4,1675.4100000000003
464,14388.0,6701.0,4360,16,418.8125
465,12913.0,6700.860000000001,3232,13,515.4507692307693
466,16497.0,6695.28,3050,23,291.0991304347826
467,13384.0,6680.83,4142,11,607.3481818181818
468,17700.0,6679.97,3469,14,477.1407142857143
469,17001.0,6640.8,3782,19,349.5157894736842
470,13953.0,6640.68,5224,12,553.39
471,14440.0,6638.7300000000005,1755,13,510.6715384615385
472,13394.0,6621.7,5354,19,348.5105263157895
473,12626.0,6620.48,3453,9,735.6088888888888
474,17819.0,6612.5199999999995,1849,12,551.0433333333333
475,15514.0,6598.55,4246,18,366.5861111111111
476,15980.0,6593.68,4862,7,941.9542857142858
477,12843.0,6588.41,3031,30,219.61366666666666
478,13015.0,6586.42,3535,11,598.7654545454545
479,12836.0,6585.62,2236,15,439.04133333333334
480,13883.0,6560.02,3584,15,437.3346666666667
481,14766.0,6556.13,4063,11,596.0118181818182
482,15332.0,6553.74,2958,6,1092.29
483,16655.0,6548.37,4013,13,503.72076923076924
484,14855.0,6520.3,3510,7,931.4714285714286
485,14221.0,6517.49,3808,17,383.38176470588235
486,17873.0,6515.88,4312,18,361.99333333333334
487,12823.0,6501.5,930,18,361.19444444444446
488,17419.0,6500.52,3087,18,361.14000000000004
489,18061.0,6488.97,3607,28,231.7489285714286
490,13317.0,6486.091,3149,19,341.3732105263158
491,14154.0,6460.7,3222,8,807.5875
492,16940.0,6427.66,4503,8,803.4575
493,15673.0,6414.79,3361,9,712.7544444444444
494,12656.0,6407.83,2860,8,800.97875
495,14390.0,6399.83,2910,13,492.2946153846154
496,18094.0,6391.52,4164,13,491.65538461538466
497,12406.0,6390.36,3416,5,1278.072
498,12356.0,6373.68,3417,6,1062.28
499,12484.0,6370.15,3271,12,530.8458333333333
500,14227.0,6368.71,4048,15,424.5806666666667
501,13230.0,6360.78,3635,30,212.02599999999998
502,13590.0,6349.59,5276,18,352.755
503,16710.0,6349.09,4399,22,288.595
504,17799.0,6341.89,3707,20,317.09450000000004
505,18245.0,6324.9800000000005,5098,20,316.249
506,14180.0,6319.25,878,33,191.49242424242425
507,13654.0,6308.0,4762,11,573.4545454545455
508,15480.0,6279.0,1852,5,1255.8
509,13136.0,6274.56,3109,13,482.65846153846155
510,13615.0,6272.53,2910,8,784.06625
511,14534.0,6271.11,2856,26,241.19653846153844
512,16735.0,6270.56,4281,14,447.8971428571429
513,13334.0,6263.75,3227,5,1252.75
514,14004.0,6258.45,3425,11,568.9499999999999
515,15369.0,6251.26,3288,11,568.2963636363637
516,12497.0,6248.5,5685,3,2082.8333333333335
517,16156.0,6218.18,3240,20,310.909
518,14530.0,6197.4,3014,16,387.3375
519,16103.0,6191.71,2639,22,281.44136363636363
520,14907.0,6165.79,2817,16,385.361875
521,14852.0,6147.18,4371,18,341.51
522,17669.0,6142.35,3505,10,614.235
523,13266.0,6135.04,6837,19,322.89684210526315
524,13935.0,6116.92,2252,3,2038.9733333333334
525,17509.0,6115.14,3534,8,764.3925
526,14560.0,6114.03,4580,44,138.95522727272726
527,18178.0,6103.74,3850,11,554.8854545454545
528,16954.0,6081.88,4086,20,304.094
529,12664.0,6070.04,1495,11,551.8218181818182
530,17625.0,6067.8,3551,8,758.475
531,12835.0,6043.31,2357,41,147.3978048780488
532,14535.0,6030.7300000000005,3240,9,670.0811111111111
533,17644.0,6028.6,3469,20,301.43
534,13658.0,6025.5,2171,9,669.5
535,15372.0,6017.06,6410,8,752.1325
536,15202.0,6001.49,3,3,2000.4966666666667
537,15755.0,5993.12,4034,17,352.53647058823526
538,14105.0,5988.83,3534,5,1197.766
539,17457.0,5984.8099999999995,2695,14,427.4864285714285
540,17491.0,5981.07,3630,17,351.8276470588235
541,15785.0,5969.93,4479,16,373.120625
542,14918.0,5955.81,2551,9,661.7566666666667
543,12500.0,5955.21,3377,19,313.4321052631579
544,14257.0,5954.45,3332,9,661.6055555555555
545,17685.0,5943.17,3854,12,495.26416666666665
546,15971.0,5902.83,2251,18,327.935
547,16011.0,5880.46,3471,29,202.77448275862068
548,12455.0,5879.95,3302,10,587.995
549,18065.0,5866.63,2265,29,202.29758620689657
550,14210.0,5861.52,2604,16,366.345
551,17146.0,5860.24,2192,13,450.7876923076923
552,14112.0,5834.59,3539,13,448.8146153846154
553,14189.0,5814.39,4646,16,363.399375
554,13769.0,5800.42,2574,20,290.021
555,12910.0,5796.52,3632,13,445.8861538461539
556,17069.0,5794.28,3333,14,413.8771428571428
557,18075.0,5783.29,3281,20,289.1645
558,17672.0,5778.63,2758,7,825.5185714285715
559,15485.0,5771.51,2594,7,824.5014285714286
560,14099.0,5765.71,3670,20,288.2855
561,17863.0,5745.2,4952,12,478.76666666666665
562,16316.0,5744.91,3057,13,441.91615384615386
563,12615.0,5740.98,3317,8,717.6225
564,13771.0,5728.82,3140,9,636.5355555555556
565,16458.0,5715.34,3406,30,190.51133333333334
566,13870.0,5712.08,3449,15,380.80533333333335
567,16409.0,5709.04,3706,12,475.75333333333333
568,16607.0,5706.87,4436,25,228.2748
